, Alcoholic Beverages, Champagne Toast, Coffee + Tea Service, Credit Card Processing Fee, Decor, Delivery, Equipment - TBD, Equipment Rentals, Equipment Rentals - TBD, Event Menu, Event Personnel, Florals, Florals - Outside, Gratuity, In House Equipment, In House Linens, In House Tables & Chairs, Lighting, Our Gift to You!, Service Charge, Soft Beverages, Specialty Menu Items, Specialty Soft Beverages, Subtotal, Suggestions & Options, Sweet Treats, Tenting, Total Discount, Valet, Venue Fee, Venue to Provide, Wedding Cake, Wine Service with Dinner,AE,Additional Fee,Additional Fee tax,Adult Guests,Alcoholic Beverages,Alcoholic Beverages Discount,CIS #,Champagne Toast,Champagne Toast Discount,Coffee + Tea Service,Coffee + Tea Service Discount,Credit Card Processing Fee,Credit Card Processing Fee Discount,Customer,Decor,Decor Discount,Definite,Delivery,Delivery Discount,Discounts,Entered By,Entered Date,Equipment - TBD,Equipment - TBD Discount,Equipment Rentals,Equipment Rentals - TBD,Equipment Rentals - TBD Discount,Equipment Rentals Discount,Estimate Total,Event Date,Event Menu,Event Menu Discount,Event Personnel,Event Personnel Discount,Event#,Florals,Florals - Outside,Florals - Outside Discount,Florals Discount,Gratuity,Gratuity Discount,In House Equipment,In House Equipment Discount,In House Linens,In House Linens Discount,In House Tables & Chairs,In House Tables & Chairs Discount,Lighting,Lighting Discount,Our Gift to You!,Our Gift to You! Discount,Sales Tax,Service Charge,Service Charge Discount,Soft Beverages,Soft Beverages Discount,Specialty Menu Items,Specialty Menu Items Discount,Specialty Soft Beverages,Specialty Soft Beverages Discount,State,Subtotal,Suggestions & Options,Suggestions & Options Discount,Sweet Treats,Sweet Treats Discount,Tenting,Tenting Discount,Valet,Valet Discount,Venue Fee,Venue Fee Discount,Venue to Provide,Venue to Provide Discount,Wedding Cake,Wedding Cake Discount,Wine Service with Dinner,Wine Service with Dinner Discount
1460,,,100.0,,,100.0,,2045.0,1605.0,600.0,6995.0,75.0,,,160.0,,,,,,1875.0,100.0,,960.0,,230.0,,230.0,,,,,,Tracy,,,40.0,,,13108,,,,,,,Smithsonian Institution,,,02/18/16,,,,Toth,02/09/2016,,,,,,,,2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1461,,,1487.5,,,150.0,,2045.0,1605.0,12362.5,6995.0,75.0,,,2800.0,,,,,,1875.0,100.0,,29725.0,,230.0,,1042.5,,,,,,Tracy,,,250.0,,,13114,,,,,,,Georgetown University McDonough School of Business,,,02/18/16,,,,Toth,02/09/2016,,,,,,,,2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1462,,,25.0,,,75.0,,360.0,,200.0,1724.0,,,,60.0,,,,,,30.0,,,390.0,,840.0,,25.0,,,,,,Tracy,,,20.0,,,13240,,,,,,,Smithsonian Center for Learning & Digital Access,,,02/20/16,,,,Camacho,02/20/2016,,,,,,,,2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1463,,,,,,100.0,,360.0,,2345.0,1724.0,,,,900.0,,,,,,420.0,,,6689.0,,840.0,,270.0,,,,,,Tracy,,,140.0,,,13237,,,,,,,Georgetown University School of Continuing Studies,,,02/19/16,,,,Toth,02/19/2016,,,,,,,,2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1464,388.0,,,,,100.0,,935.0,,2730.0,2065.0,,,,1050.0,,,,,,360.0,,,7240.0,,480.0,,50.0,,,,,,Tracy,,,150.0,,,13238,,,,,,,Georgetown University School of Continuing Studies,,,02/25/16,,,,Toth,02/19/2016,,,,,,,,2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1465,388.0,,,,,100.0,,1265.0,,2679.0,2495.0,,,,576.0,,,,,,60.0,,,8043.0,,480.0,,194.0,,,,,,Tracy,,,60.0,,,13157,,,,,,,Georgetown University Law Center CLE Program,,,02/24/16,,,,Toth,02/12/2016,,,,,,,,2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1466,,,37.5,,,150.0,,1900.0,,5425.0,3000.0,,,,1600.0,,,,,,375.0,,,13450.0,,1000.0,,650.0,,,,,,Tracy,,,250.0,,,13220,,,,,,,Georgetown University Law Center CLE Program,,,02/18/16,,,,Toth,02/18/2016,,,,,,,,2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1467,,,37.5,,,75.0,,360.0,,200.0,1724.0,,,,60.0,,,,,,40.0,,,412.5,,840.0,,25.0,,,,,,Tracy,,,20.0,,,13241,,,,,,,Smithsonian Center for Learning & Digital Access,,,02/22/16,,,,Camacho,02/20/2016,,,,,,,,2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1468,,,258.0,,,100.0,,360.0,,2345.0,1724.0,,,,840.0,,,,,,420.0,,,6629.0,,840.0,,330.0,,,,,,Tracy,,,140.0,,,13239,,,,,,,Georgetown University School of Continuing Studies,,,02/25/16,,,,Toth,02/19/2016,,,,,,,,2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1469,644.0,,258.0,,,150.0,,1030.0,,4448.75,1925.0,,255.0,,1462.5,,,,,,747.0,,,10021.25,,360.0,,974.5,,,,,,Tracy,,,100.0,,,12110,,,,,,,Georgetown University Law Center,,,03/04/16,,,,Toth,11/07/2015,,,,,,,,2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1470,644.0,,,,,100.0,,1050.0,,1920.0,1550.0,175.0,255.0,,675.0,,,,,,180.0,,,6734.0,,360.0,,185.0,,,,,,Tracy,,,50.0,,,13340,,,,,,,Georgetown University McDonough School of Business,,,03/14/16,,,,Toth,03/01/2016,,,,,,,,2016-03-18,,,,,,,,,,,,,,,,,,,,,,407.87,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1471,,,,,,100.0,,455.0,,1660.0,1825.0,175.0,,,742.8,,,,,,180.0,,,5457.8,,320.0,,50.0,,,,,,Tracy,,,40.0,,,13171,,,,,,,Crowell & Moring LLP,,,02/25/16,,,,Toth,02/15/2016,,,,,,,,2016-03-19,,,,,,,,,,,,,,,,,,,,,,407.87,,,,,,,,,VA,,,,,,,,,,,,,,,,,
1472,292.0,,,,,35.0,,,,70.0,575.0,,,,270.0,75.0,,,,,60.0,,,111.0,,,,256.0,,,,,,Tracy,,,1.0,,,13542,,,,,,,Jack Jetmund,,,03/17/16,,,,Toth,03/17/2016,,,,,,,,2016-03-21,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1473,292.0,,37.5,,,100.0,,,,320.0,575.0,,,,270.0,75.0,,,,,60.0,,,1692.0,,,,215.0,,,,,,Tracy,,,40.0,,,13467,,,,,,,Georgetown University Regional Engagement,,,03/17/16,,,,Toth,03/10/2016,,,,,,,,2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1474,452.0,,37.5,,,75.0,,165.0,,200.0,740.0,,,,60.0,,,,,,40.0,,,412.5,,,,25.0,,,,,,Tracy,,,20.0,,,13242,,,,,,,Smithsonian Center for Learning & Digital Access,,,02/22/16,,,,Camacho,02/20/2016,,,,,,,,2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1475,452.0,,,,,100.0,,165.0,,1375.0,740.0,,,,513.75,,,,,,165.0,,,3510.75,,,,221.25,,,,,,Tracy,,,110.0,,,13295,,,,,,,Smithsonian American Art Museum,,,03/15/16,,,,Toth,02/25/2016,,,,,,,,2016-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1476,,,,,,100.0,,204.75,,3672.0,1035.0,,,,600.0,420.0,,,,,450.0,,,3772.0,,,,350.0,,,,,,Tracy,,,200.0,,,13106,,,,,,,DAWN,,,02/11/16,,,,Toth,02/09/2016,,,,,,,,2016-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1477,515.0,,,,,100.0,,204.75,,1406.25,1035.0,,,,600.0,420.0,,,,,450.0,,,4216.0,,660.0,,530.0,,,,,,Tracy,,,225.0,,,13137,,,,,,,Georgetown University McDonough School of Business,,,02/11/16,,,,Toth,02/11/2016,,,,,,,,2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1478,515.0,,,,,150.0,,533.0,,2860.0,1695.0,,,,1516.0,75.0,,,,,330.0,,,8259.0,,660.0,,299.0,,,,,,Tracy,,,110.0,,,13385,,,,,,,Georgetown University Law Center,,,03/03/16,,,,Toth,03/03/2016,,,,,,,,2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1479,278.0,,,,,100.0,,,,600.0,545.0,,,,240.0,75.0,,,,,60.0,,,1898.0,,,,205.0,,,,,,Tracy,,,40.0,,,13574,,,,,,,Georgetown University Office of Advancement,,,03/28/16,,,,Toth,03/21/2016,,,,,,,,2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1480,768.0,,,,,28.0,,1736.55,,672.0,300.0,,,,1370.01,,,,,,256.0,,,1000.0,,,,827.96,,,,,764.0,Tracy,,,28.0,,,13643,,,,,,,Georgetown Law Residence Life,,,03/28/16,,,,Toth,03/28/2016,,,,,,,,2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1481,768.0,,100.0,,,100.0,,1736.55,,5280.0,3800.0,,,,1370.01,,,,,,256.0,,,14074.56,,,,502.19,,,,,764.0,Tracy,,,128.0,,,13468,,,,,,,Georgetown University Law Center CLE Program,,,03/21/16,,,,Toth,03/10/2016,,,,,,,,2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1482,,,100.0,,,75.0,,483.13,,750.0,675.0,,,,187.5,,,,,,145.0,,,2415.63,,,,137.5,,,,,,Tracy,,,40.0,,,13590,,,,,,,Georgetown University McDonough School of Business,,,04/01/16,,,,Toth,03/22/2016,,,,,,,,2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1483,269.0,,37.5,,,75.0,,1768.0,,200.0,1850.0,,,,60.0,,,,,,40.0,,,412.5,,296.0,,25.0,,,,,268.0,Tracy,,,20.0,,,13243,,,,,,,Smithsonian Center for Learning & Digital Access,,,03/14/16,,,,Camacho,02/20/2016,,,,,,,,2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1484,269.0,,,,,150.0,,1768.0,,2111.75,1850.0,,,,230.0,,,,,,68.0,,,7010.75,,296.0,,140.0,,,,,268.0,Tracy,,,37.0,,,13500,,,,,,,Smithsonian Museum of Natural History,,,03/14/16,,,,Camacho,03/14/2016,,,,,,,,2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1485,252.0,,90.0,,,75.0,,75.0,,1209.0,1265.0,,,,231.0,,,,,,42.0,,,3789.0,,320.0,,306.0,,,,,320.0,Tracy,,,42.0,,,13594,,,,,,,Georgetown University McDonough School of Business,,,04/01/16,,,,Toth,03/22/2016,,,,,,,,2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1486,,,90.0,,,150.0,,426.0,,630.0,775.0,,,,270.0,,,,,,75.0,,,2416.0,,,,90.0,,,,,,Tracy,,,30.0,,,13727,,,,,,,Georgetown University McDonough School of Business,,,04/07/16,,,,Toth,04/05/2016,,,,,,,,2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1487,790.0,,37.5,,,75.0,,450.0,,200.0,1250.0,,,,60.0,,,,,,40.0,,,412.5,,,,25.0,,,,,,Tracy,,,20.0,,,13244,,,,,,,Smithsonian Center for Learning & Digital Access,,,03/14/16,,,,Camacho,02/20/2016,,,,,,,,2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1488,790.0,,,,,100.0,,450.0,,1680.0,1250.0,,,,828.0,,,,,,240.0,,,5338.0,,,,242.0,,,,,,Tracy,,,120.0,,,13507,,,,,,,Georgetown University McDonough School of Business,,,03/24/16,,,,Toth,03/15/2016,,,,,,,,2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1489,,,38.0,,,35.0,,160.0,,875.0,1029.0,,,,57.0,,,,,,,,,910.0,,,,50.0,,,,,,Tracy,,,35.0,,,13901,,,,,,,Georgetown University McDonough School of Business,,,04/21/16,,,,Camacho,04/21/2016,,,,,,,,2016-04-22,,,,,,,,,,,,,,,,,,,,,,126.06,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1490,,,38.0,,,100.0,,160.0,,475.0,1029.0,,,,57.0,,,,,,325.0,,,1859.0,,300.0,,50.0,,,,,,Tracy,,,19.0,,,13640,,,,,,,Areen,,,03/28/16,,,,Toth,03/28/2016,,,,,,,,2016-04-23,,,,,,,,,,,,,,,,,,,,,,126.06,,,,,,,,,MD,,,,,,,,,,,,,,,,,
1491,,,200.0,,,150.0,,1151.0,,2532.5,1700.0,,,,724.23,,,,,,325.0,,,7082.73,,300.0,,204.27,,,,,,Tracy,,,50.0,,,13614,,,,,,,The Partnership  Inc.,,,03/24/16,,,,Toth,03/24/2016,,,,,,,,2016-04-25,,,,,,,,,,,,,,,,,,,,,,708.27,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1492,,,125.0,,,100.0,,,,900.0,750.0,,,,450.0,,,,,,225.0,,,2550.0,,300.0,,200.0,,,,,,Tracy,,,50.0,,,13617,,,,,,,The Partnership  Inc.,,,03/31/16,,,,Toth,03/24/2016,,,,,,,,2016-04-26,,,,,,,,,,,,,,,,,,,,,,255.0,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1493,,,37.5,,,100.0,,,,1500.0,955.0,,,,350.0,,,,,,275.0,,,3480.0,,300.0,,400.0,,,,,,Tracy,,,100.0,,,13811,,,,,,,Army Protocol Directorate Office of the Chief of Staff of the Army,,,04/18/16,,,,Toth,04/13/2016,,,,,,,,2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,,,,,
1494,,,37.5,,,75.0,,350.0,,200.0,475.0,,,,60.0,,,,,,40.0,,,412.5,,,,25.0,,,,,,Tracy,,,20.0,,,13245,,,,,,,Smithsonian Center for Learning & Digital Access,,,03/14/16,,,,Camacho,02/20/2016,,,,,,,,2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1495,,,62.5,,,100.0,,350.0,,260.0,475.0,,900.0,,160.0,,,,,,87.5,,,1495.0,,,,90.0,,,,,,Tracy,,,25.0,,,13741,,,,,,,Smithsonian Institution Office of Special Events,,,04/19/16,,,,Toth,04/06/2016,,,,,,,,2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1496,736.0,,292.5,,,150.0,,3550.0,,4188.5,4095.0,,900.0,,1232.0,,,,,,777.5,,,15185.5,,300.0,,308.0,,,,,,Tracy,,,65.0,,,13644A,,,,,,,Smithsonian Institution Office of Special Events,,,04/12/16,,,,Toth,03/28/2016,,,,,,,,2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1497,736.0,,200.0,,,100.0,,660.0,,1200.0,1522.0,,1750.0,,750.0,,,,,,168.75,,,5436.75,,300.0,,50.0,,,,,,Tracy,,,75.0,,,13517,,,,,,,Georgetown University McCourt School of Public Policy,,,04/07/16,,,,Toth,03/16/2016,,,,,,,,2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1498,13564.5,,200.0,,675.0,150.0,,5049.0,,4084.0,4404.0,,1750.0,,896.0,,,9409.0,,,80.0,,,17333.0,,720.0,,224.0,,,,,,Tracy,,,80.0,,,13683,,,,,,,Smithsonian Institution Office of Special Events,,,04/12/16,,,,Toth,04/01/2016,,,,,,,,2016-04-29,,,,,,,,,,,,,,,,,,,,,,11366.25,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1499,13564.5,,137.5,,675.0,150.0,,11966.9,,48000.0,18460.0,,,,7046.1,,,9409.0,,,2400.0,,,123071.5,,6000.0,,2448.7,,,,,,Tracy,,,1200.0,,,13229EAS,,,,,,,The International Society for Heart & Lung Transplantation,,,03/21/16,,,,Keene,02/18/2016,,,,,,,,2016-04-29,,,,,,,,,,,,,,,,,,,,,,11366.25,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1500,,,137.5,,,125.0,,740.0,,1910.0,1444.0,,,,937.5,,,,,,300.0,,,5844.0,,250.0,,500.0,,,,,,Tracy,,,100.0,,,13757,,,,,,,Smithsonian Center for Learning & Digital Access,,,04/23/16,,,,Toth,04/08/2016,,,,,,,,2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1501,364.0,,,,,150.0,,1575.0,,4665.0,1675.0,,,,1012.5,,,,,,450.0,,,10127.5,,600.0,,337.5,,,,,,Tracy,,,300.0,,,13506,,,,,,,Georgetown University McDonough School of Business,,,04/23/16,,,,Toth,03/15/2016,,,,,,,,2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1502,364.0,,400.0,,,75.0,,365.0,,700.0,805.0,,1515.0,,150.0,,,2495.0,,,100.0,,,2559.0,,1840.0,,75.0,,,,,800.0,Tracy,,,50.0,,,13246,,,,,,,Smithsonian Center for Learning & Digital Access,,,02/20/16,,,,Toth,02/20/2016,,,,,,,,2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1503,4264.75,,400.0,,,150.0,,1871.0,,9224.0,5559.0,,1515.0,,2802.4,,,2495.0,,,800.0,,75.0,31721.15,,1840.0,,1209.6,,,,,800.0,Tracy,,,200.0,,,12660,,,,,,,Naval Attaches of the Western Hemisphere,,,03/29/16,,,,Toth,12/31/2015,,,,,,,,2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1504,,,150.0,,,50.0,,444.0,,1300.0,640.5,375.0,,,487.5,189.0,,,,,150.0,,75.0,3297.0,,,,437.5,,,,,,Tracy,,,100.0,,,13357,,,,,,,Smithsonian Institution Office of Special Events,,,04/23/16,,,,Toth,03/02/2016,,,,,,,,2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1505,1175.0,,162.5,,,100.0,,,,1300.0,515.0,375.0,,,390.0,189.0,,,,,227.5,,,3259.0,,,,261.0,,,,,,Tracy,,,65.0,,,14102,,,,,,,Georgetown University Department of Psychology,,,05/11/16,,,,Toth,05/11/2016,,,,,,,,2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1506,1175.0,,,,,75.0,,,,2362.5,1325.0,,,,1050.0,206.25,,,,,437.5,,,6634.25,,,,1193.75,,,,,,Tracy,,,350.0,,,13928,,,,,,,Georgetown University Office of Fellowships  Awards and Resources,,,05/09/16,,,,Toth,04/23/2016,,,,,,,,2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1507,,,,,,75.0,,,,910.0,550.0,,,,315.0,50.0,,,,,,,,1850.0,,,,260.0,,,,,,Tracy,,,70.0,,,13765,,,,,,,Georgetown University McDonough School of Business,,,05/09/16,,,,Camacho,04/08/2016,,,,,,,,2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1508,940.0,,800.0,,,75.0,,13920.0,,240.0,401.0,,2000.0,,120.0,50.0,,,,,4800.0,,,886.0,,,,75.0,,,,,,Tracy,,,30.0,,,13941,,,,,,,National Portrait Gallery,,,04/25/16,,,,Toth,04/25/2016,,,,,,,,2016-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1509,940.0,,800.0,,,300.0,,13920.0,,48367.5,20347.5,,2000.0,,6000.0,,,,,,4800.0,,,97475.0,,,,6367.5,,,,,,Tracy,,,1600.0,,,11858A,,,,,,,Georgetown University Law Center,,,03/21/16,,,,Toth,10/22/2015,,,,,,,,2016-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1510,,,59.5,,,50.0,,,,374.0,,,,,34.0,,,,,,,,,517.5,,,,,,,,,,Tracy,,,17.0,,,14165,,,,,,,Smithsonian Museum of Natural History  Human Origins Program,,,05/17/16,,,,Toth,05/17/2016,,,,,,,,2016-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1511,,,59.5,,,45.0,,618.0,,280.5,764.0,,,,34.0,,,,,,130.0,,,419.0,,,,391.25,,,,,,Tracy,,,17.0,,,14180,,,,,,,Smithsonian Museum of Natural History  Human Origins Program,,,05/17/16,,,,Toth,05/17/2016,,,,,,,,2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1512,,,162.5,,,150.0,,618.0,,1202.5,764.0,,,,391.25,,,,,,130.0,,,3418.25,,,,391.25,,,,,,Tracy,,,65.0,,,14081,,,,,,,Georgetown University School of Foreign Service,,,05/12/16,,,,Toth,05/10/2016,,,,,,,,2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1513,,,59.5,,,45.0,,440.87,,374.0,1030.0,,,,532.0,,,,,,237.5,,,478.5,,,,133.0,,,,,,Tracy,,,17.0,,,14181,,,,,,,Smithsonian Museum of Natural History  Human Origins Program,,,05/17/16,,,,Toth,05/17/2016,,,,,,,,2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1514,,,580.0,,,150.0,,440.87,,1615.0,1030.0,,,,532.0,,,,,,237.5,,,4005.37,,,,133.0,,,,,,Tracy,,,95.0,,,14060,,,,,,,Georgetown University School of Continuing Studies,,,05/15/16,,,,Toth,05/07/2016,,,,,,,,2016-05-23,,,,,,,,,,,,,,,,,,,,,,1201.88,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1515,,,580.0,,,150.0,,2095.0,,5395.0,1695.0,,,,1413.75,,,,,,690.0,,,12018.75,,,,471.25,,,,,,Tracy,,,145.0,,,13595A,,,,,,,Lux Consulting Group  Inc.,,,05/13/16,,,,Toth,03/22/2016,,,,,,,,2016-05-24,,,,,,,,,,,,,,,,,,,,,,1201.88,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1516,,,580.0,,,100.0,,507.0,,1993.75,855.0,,,,543.75,,,,,,250.0,,,4249.5,,,,50.0,,,,,,Tracy,,,125.0,,,14061,,,,,,,Georgetown University School of Continuing Studies,,,05/16/16,,,,Toth,05/07/2016,,,,,,,,2016-05-24,,,,,,,,,,,,,,,,,,,,,,1031.25,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1517,,,580.0,,,150.0,,,,5757.5,1375.0,,,,1560.0,,,,,,890.0,,,10312.5,,,,325.0,,,,,,Tracy,,,145.0,,,13611A,,,,,,,Lux Consulting Group  Inc.,,,05/13/16,,,,Toth,03/23/2016,,,,,,,,2016-05-25,,,,,,,,,,,,,,,,,,,,,,1031.25,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1518,,,580.0,,,150.0,,,,5585.0,1295.0,,,,870.0,,,,,,890.0,,,9370.0,,,,290.0,,135.0,,,,Tracy,,,145.0,,,13612A,,,,,,,Lux Consulting Group  Inc.,,,05/13/16,,,,Toth,03/23/2016,,,,,,,,2016-05-26,,,,,,,,,,,,,,,,,,,,,,937.0,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1519,,,,,,100.0,,,,1200.0,3094.0,,,,1722.0,285.0,,,,,150.0,,,6401.0,,,,788.0,,135.0,,,,Tracy,,,300.0,,,14064,,,,,,,Smithsonian Institution  Smithsonian Associates,,,05/13/16,,,,Toth,05/09/2016,,,,,,,,2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1520,528.0,,,,,100.0,,236.8,,900.0,935.0,,,,675.0,285.0,,,,,337.5,,,3232.5,,,,275.0,,,,,,Tracy,,,150.0,,,13537,,,,,,,Georgetown University Office of Advancement,,,05/09/16,,,,Toth,03/17/2016,,,,,,,,2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1521,528.0,,170.0,,300.0,50.0,,236.8,,1200.0,1175.0,36.0,,,363.75,,,,,,75.0,,,3628.55,,,,100.0,,,,,,Tracy,,,75.0,,,14213,,,,,,,Georgetown University McDonough School of Business,,,05/19/16,,,,Toth,05/19/2016,,,,,,,,2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1522,3187.5,,170.0,,300.0,100.0,,1155.0,,1870.0,2166.0,36.0,,,1020.0,,,,,,510.0,,,10514.5,,,,615.0,,,,,,Tracy,,,170.0,,,11589,,,,,,,Georgetown University Office of Advancement,,,11/11/15,,,,Toth,09/30/2015,,,,,,,,2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1523,350.0,,700.0,,,100.0,,,,2400.0,825.0,100.0,,,975.0,,,,,,520.0,,,5520.0,,140.0,,615.0,,,,,,Tracy,,,400.0,,,13190,,,,,,,Georgetown University Office of Advancement,,,04/23/16,,,,Toth,02/16/2016,,,,,,,,2016-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1524,350.0,,,,,100.0,,768.0,,560.0,495.0,100.0,,,210.0,,,,,,35.0,,,1990.0,,140.0,,545.0,,,,,,Tracy,,,70.0,,,13251,,,,,,,Georgetown University Office of Advancement,,,04/23/16,,,,Toth,02/22/2016,,,,,,,,2016-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1525,2625.0,,988.75,,,100.0,,768.0,,3500.0,2675.0,,,,1417.5,,,,,,350.0,,,11435.5,,,,1440.75,,,,,,Tracy,,,175.0,,,11605,,,,,,,Georgetown University Office of Advancement,,,11/11/15,,,,Toth,10/01/2015,,,,,,,,2016-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
1526,,,988.75,,,150.0,,1155.15,,8955.25,3222.0,,,,2373.0,100.0,,,,,706.25,,,17550.4,,,,1440.75,,,,,,Tracy,,,565.0,,,11684,,,,,,,Georgetown University - Office of Advancement,,,03/16/16,,,,Toth,10/08/2015,,,,,,,,2016-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
